년도,월,일,요일,시각,사고등급,사망자수,중상자수,경상자수,부상자수,연령,성별,경력,음주,종별,용도,관련자2,사고형태,기상상태,일광상태,사고유형1,사고유형2,법규위반,도로종류,지점명,위도,경도,자치구,
2019,5,9,목요일,14,중상사고,0,1,0,0,61,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,5,29,수요일,21,경상사고,0,0,2,0,65,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,6,3,월요일,19,경상사고,0,0,2,0,33,남,15년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,8,10,토요일,5,경상사고,0,0,1,0,54,남,15년이상,,승용,사업용,기타,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,9,3,화요일,21,중상사고,0,1,0,0,58,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,10,20,일요일,6,경상사고,0,0,2,1,76,남,15년미만,,승용,사업용,승합,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,10,3,목요일,10,경상사고,0,0,1,0,69,남,15년이상,,승용,사업용,기타,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,11,10,일요일,1,경상사고,0,0,7,0,29,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,12,8,일요일,0,경상사고,0,0,1,0,51,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2019,12,20,금요일,16,경상사고,0,0,1,0,51,남,15년이상,,승합,사업용,보행자,진입회전사고,맑음,주간,차대사람,횡단중,신호위반,특별광역시도,동부시장사거리,37.593959,127.076133,중랑구,
2017,2,23,목요일,20,부상사고,0,0,0,1,53,남,15년이상,,승용,비사업용,원동기,일직선사고,맑음,출퇴근,차대차,정면충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,11,4,토요일,21,경상사고,0,0,5,0,54,남,15년이상,,승용,사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,8,9,목요일,15,경상사고,0,0,2,0,50,남,10년미만,0,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차도통행중,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,11,7,수요일,19,부상사고,0,0,0,1,36,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,2,26,화요일,17,경상사고,0,0,2,0,22,여,5년미만,,승용,사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,1,7,토요일,3,중상사고,0,1,1,0,44,남,15년이상,0,승용,사업용,승용,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,1,17,화요일,11,중상사고,0,1,0,0,52,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,1,16,월요일,14,경상사고,0,0,1,0,56,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,추돌(진행중),신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,3,5,일요일,8,경상사고,0,0,1,0,59,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,출퇴근,차대차,정면충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,4,14,금요일,10,중상사고,0,1,0,0,21,남,1년미만,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,5,4,목요일,20,경상사고,0,0,2,0,33,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,6,24,토요일,5,경상사고,0,0,1,0,69,남,15년이상,,승용,사업용,승용,일직선사고,맑음,새벽,차대차,정면충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,6,26,월요일,14,경상사고,0,0,1,0,72,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,6,29,목요일,19,경상사고,0,0,2,0,74,남,15년이상,,승용,사업용,이륜,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,7,1,토요일,21,중상사고,0,1,1,0,44,여,15년이상,,승용,비사업용,승용,기타사고,비,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,8,9,수요일,23,경상사고,0,0,1,0,47,여,15년이상,0,승용,비사업용,원동기,일직선사고,비,심야,차대차,정면충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,9,7,목요일,4,경상사고,0,0,1,1,28,남,15년미만,0,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,9,22,금요일,8,경상사고,0,0,1,0,62,남,15년이상,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,9,6,수요일,16,경상사고,0,0,1,0,40,남,15년이상,,특수,사업용,특수,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,9,4,월요일,21,경상사고,0,0,1,0,47,남,15년이상,,승합,사업용,기타,일직선사고,맑음,심야,차대차,차대차-기타,중앙선침범,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,10,10,화요일,9,경상사고,0,0,1,0,58,여,15년이상,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),교차로운행방법위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,11,4,토요일,17,경상사고,0,0,1,0,28,남,10년미만,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,교차로운행방법위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,12,16,토요일,0,중상사고,0,2,0,0,53,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,12,21,목요일,20,경상사고,0,0,2,0,31,여,10년미만,,승용,비사업용,화물,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,12,24,일요일,20,경상사고,0,0,2,0,77,남,15년이상,0,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,2,13,화요일,6,경상사고,0,0,1,0,35,남,15년이상,,화물,비사업용,화물,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,3,12,월요일,11,경상사고,0,0,1,0,45,남,15년이상,,승용,사업용,건설기계,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,3,23,금요일,17,중상사고,0,1,0,0,55,여,15년이상,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,직진우회전진행방해,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,3,2,금요일,20,경상사고,0,0,1,0,59,여,1년미만,,승용,비사업용,승용,진입회전사고,흐림,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,5,12,토요일,18,경상사고,0,0,1,0,23,여,3년미만,,승용,비사업용,이륜,일직선사고,비,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,6,10,일요일,19,부상사고,0,0,0,5,58,남,15년미만,,승용,사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,7,3,화요일,1,경상사고,0,0,1,0,48,남,15년이상,,승용,비사업용,승용,진입회전사고,흐림,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,8,10,금요일,16,경상사고,0,0,1,0,70,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,8,14,화요일,16,경상사고,0,0,1,0,56,남,15년이상,,화물,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,9,23,일요일,5,중상사고,0,1,0,0,71,남,15년이상,,승용,비사업용,이륜,진입회전사고,비,새벽,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,9,16,일요일,11,경상사고,0,0,1,0,60,남,15년이상,,승합,사업용,보행자,보행횡단사고,맑음,주간,차대사람,보도통행중,불법유턴,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,9,9,일요일,13,경상사고,0,0,1,0,36,남,15년미만,,승용,비사업용,기타,진입회전사고,맑음,주간,차대차,측면직각충돌,기타,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,10,12,금요일,13,경상사고,0,0,2,0,71,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,중앙선침범,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,11,29,목요일,17,중상사고,0,1,1,0,56,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,12,17,월요일,17,경상사고,0,0,1,0,54,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,12,5,수요일,20,중상사고,0,2,1,0,47,남,1년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,1,17,목요일,12,중상사고,0,1,0,0,42,남,4년미만,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,3,31,일요일,12,경상사고,0,0,2,0,66,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,4,10,수요일,19,경상사고,0,0,1,0,41,남,15년이상,0,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,8,23,금요일,2,경상사고,0,0,3,0,70,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,9,4,수요일,12,부상사고,0,0,0,2,불명,불명,데이터오류,,기타,데이터오류,기타,기타사고,비,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,9,4,수요일,18,부상사고,0,0,0,1,39,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,12,2,월요일,9,경상사고,0,0,1,0,58,남,데이터오류,,이륜,데이터오류,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,보행자보호의무위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,12,12,목요일,16,경상사고,0,0,1,0,59,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,2,14,화요일,19,경상사고,0,0,1,0,70,남,10년미만,,승용,비사업용,자전거,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,4,9,일요일,18,중상사고,0,1,1,0,35,남,데이터오류,,승용,비사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,4,6,목요일,23,부상사고,0,0,0,1,68,남,15년이상,,승합,사업용,이륜,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,7,4,화요일,21,경상사고,0,0,3,0,65,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,8,5,토요일,12,경상사고,0,0,1,0,35,여,10년미만,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,8,3,목요일,20,경상사고,0,0,1,0,30,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,10,8,일요일,0,중상사고,0,3,1,0,60,남,15년이상,,승용,사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,교차로운행방법위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,2,24,토요일,4,중상사고,0,1,0,0,77,남,15년이상,,승용,사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,보행자보호의무위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,5,4,금요일,6,부상사고,0,0,0,1,52,남,15년이상,,승용,비사업용,화물,진입회전사고,맑음,새벽,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,9,14,금요일,20,경상사고,0,0,1,0,80,남,15년이상,,승용,사업용,이륜,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2018,11,27,화요일,23,경상사고,0,0,1,0,53,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,1,19,토요일,14,중상사고,0,1,2,0,32,남,15년이상,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,4,24,수요일,1,중상사고,0,1,0,0,48,남,15년이상,,승용,사업용,자전거,기타사고,비,심야,차대차,차대차-기타,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,4,22,월요일,19,경상사고,0,0,1,0,31,여,10년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2019,6,17,월요일,19,경상사고,0,0,1,0,54,여,15년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우사거리,37.5998385,127.1004289,중랑구,
2017,1,16,월요일,4,중상사고,0,5,1,1,61,여,15년이상,,승합,사업용,승합,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,2,12,일요일,11,경상사고,0,0,2,0,58,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,2,26,일요일,21,부상사고,0,0,0,1,30,남,15년이상,,승용,비사업용,이륜,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,3,14,화요일,8,경상사고,0,0,1,0,34,남,3년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,5,10,수요일,10,경상사고,0,0,1,0,65,남,15년이상,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,5,27,토요일,13,경상사고,0,0,1,0,39,여,15년이상,,승용,비사업용,원동기,일직선사고,맑음,주간,차대차,정면충돌,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,6,17,토요일,19,부상사고,0,0,0,1,61,남,15년이상,,승용,비사업용,원동기,기타사고,맑음,출퇴근,차대차,차대차-기타,데이터없음,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,6,14,수요일,22,경상사고,0,0,1,0,44,여,15년이상,,승용,비사업용,이륜,일직선사고,맑음,심야,차대차,정면충돌,교차로운행방법위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,8,4,금요일,5,경상사고,0,0,1,0,59,남,15년이상,,승용,사업용,자전거,진입회전사고,맑음,새벽,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,9,30,토요일,3,부상사고,0,0,0,1,31,남,데이터오류,,자전거,기타,기타,단독사고,맑음,심야,차량단독,공작물추돌,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,11,23,목요일,17,경상사고,0,0,2,0,61,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,12,22,금요일,20,경상사고,0,0,1,0,62,남,15년미만,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2018,1,21,일요일,11,부상사고,0,0,0,1,63,남,15년이상,,승용,사업용,자전거,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2018,1,1,월요일,13,중상사고,0,3,0,0,52,남,15년이상,,승합,사업용,승합,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2018,2,8,목요일,18,경상사고,0,0,2,0,25,남,10년미만,,승합,사업용,기타,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2018,4,12,목요일,23,경상사고,0,0,1,0,50,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2018,5,7,월요일,19,경상사고,0,0,2,0,62,여,15년이상,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2018,8,3,금요일,18,경상사고,0,0,2,0,54,남,15년이상,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,교차로운행방법위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,5,19,일요일,15,경상사고,0,0,1,0,48,여,15년이상,,승용,사업용,이륜,기타사고,맑음,주간,차대차,차대차-기타,교차로운행방법위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,6,3,월요일,17,경상사고,0,0,1,1,19,남,1년미만,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,7,4,목요일,1,중상사고,0,1,0,0,23,남,10년미만,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,기타,망우역앞사거리,37.600551,127.100162,중랑구,
2019,7,2,화요일,11,경상사고,0,0,1,0,86,남,15년이상,,이륜,데이터오류,보행자,진입회전사고,맑음,주간,차대사람,횡단중,신호위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,7,16,화요일,16,경상사고,0,0,1,0,64,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,8,23,금요일,12,경상사고,0,0,1,0,61,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,8,1,목요일,19,경상사고,0,0,1,0,52,남,15년이상,,승합,사업용,기타,기타사고,맑음,출퇴근,차량단독,차량단독-기타,안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,8,15,목요일,21,중상사고,0,1,0,0,29,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,9,24,화요일,11,부상사고,0,0,0,1,53,여,15년이상,,승용,비사업용,자전거,기타사고,맑음,주간,차대차,차대차-기타,교차로운행방법위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,10,19,토요일,7,경상사고,0,0,1,0,57,남,15년이상,,화물,비사업용,이륜,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,10,18,금요일,18,경상사고,0,0,1,0,46,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2019,10,29,화요일,19,중상사고,0,1,0,0,42,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,정면충돌,신호위반,특별광역시도,망우역앞사거리,37.600551,127.100162,중랑구,
2017,2,5,일요일,19,경상사고,0,0,1,0,57,남,10년미만,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,차도통행중,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,4,9,일요일,7,부상사고,0,0,0,1,52,남,15년이상,,화물,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,정면충돌,신호위반,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,5,4,목요일,15,경상사고,0,0,1,0,49,남,10년미만,,화물,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,6,3,토요일,6,중상사고,0,1,0,0,29,남,5년미만,,승용,비사업용,보행자,기타사고,맑음,새벽,차대사람,차도통행중,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,6,10,토요일,16,중상사고,0,1,0,0,70,남,15년이상,,승용,사업용,이륜,기타사고,맑음,주간,차대차,차대차-기타,데이터없음,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,6,17,토요일,21,부상사고,0,0,0,1,65,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,7,25,화요일,16,경상사고,0,0,1,0,51,남,15년이상,,승합,사업용,보행자,기타사고,맑음,주간,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,7,3,월요일,18,부상사고,0,0,0,1,42,남,15년이상,,승용,비사업용,이륜,진입회전사고,비,출퇴근,차대차,정면충돌,신호위반,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,7,11,화요일,23,중상사고,0,1,0,0,15,남,데이터오류,,자전거,기타,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,8,29,화요일,1,중상사고,0,1,0,0,57,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,8,21,월요일,18,경상사고,0,0,1,0,70,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,9,22,금요일,20,경상사고,0,0,1,0,56,남,15년이상,,승용,사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,10,24,화요일,23,경상사고,0,0,1,0,59,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2017,11,14,화요일,13,경상사고,0,0,1,0,53,남,10년미만,,건설기계,사업용,건설기계,주정차사고,맑음,주간,차대차,추돌(주정차중),안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2018,1,16,화요일,0,중상사고,0,1,0,0,29,남,15년이상,,이륜,기타,이륜,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2018,2,18,일요일,15,경상사고,0,0,1,0,56,남,15년이상,,승합,사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,기타,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2018,3,29,목요일,15,경상사고,0,0,1,0,56,여,15년이상,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2018,6,24,일요일,11,중상사고,0,1,0,0,52,여,15년미만,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2018,6,2,토요일,18,경상사고,0,0,1,0,58,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,안전운전불이행,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
2018,7,15,일요일,13,경상사고,0,0,3,0,61,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,망우지구대앞사거리,37.598534,127.094491,중랑구,
